ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global","Attribute 17 name","Attribute 17 value(s)","Attribute 17 visible","Attribute 17 global","Attribute 18 name","Attribute 18 value(s)","Attribute 18 visible","Attribute 18 global","Attribute 19 name","Attribute 19 value(s)","Attribute 19 visible","Attribute 19 global"
6320,simple,M2509,,"Used - Trane 25 Ton Rooftop Air Conditioner M2509-Misc. Equipment",1,0,visible,"Estimated weight is 3,500 lbs.  24 Volt controls.  25 ton, High Efficiency Rooftop Cooling Only Unit.  New cost is $25,000.00.  Refrigerant R410A.","Used  - Trane 25 Ton Rooftop Air Conditioner  M2509",,,taxable,,0,0,,0,0,9999,,,,0,,,7500,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2021/03/M2509.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509G.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509H.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509I.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509J.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509K.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509L.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509M.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509N.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509O.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509P.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509Q.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509R.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2509S.jpg",,,,,,,,,3786,,inventory,M2509,1,1,Manufacturer,Trane,1,1,model,TCH301E400AB,1,1,Volts,460,1,1,"New / Used",Used,1,1,weight,9999,1,1,serial-num,114610528D,1,1,style,"Roof Top Electric",1,1,dimensions,"124""L x 86""W x 65""H",1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,simple,RU2109,,"Waste Recover Designed Products Recovery Unit RU2109",1,0,visible,"120 Volts.  Single Phase.  Temperature Setting 100 - 450 Degree F.  0-24 Hour Timer.  10 Gallon.  304 Stainless Steel.  Heat Exchanger.  Includes Liner Bags.","Waste Recover Designed Products Recovery Unit RU2109",,,taxable,,0,0,,0,0,210,,,,0,,,1950,"Evaporators - Recovery Units",,,"https://lanco-corp.com/wp-content/uploads/2021/03/RU2109.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/RU2109G.jpg",,,,,,,,,4529,,inventory,RU2109,1,1,Manufacturer,"Water Recover Designed Product",1,1,model,SQG-10,1,1,GPH,0,1,1,"New / Used",Used,1,1,weight,210,1,1,serial-num,7540-001,1,1,Type,"Still/Solvent Recovery System",1,1,dimensions,"24""L x 20""W x 39""H",1,1,flow-rate-gph,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,simple,SD2623,,"Used Spin Dryer - Nobles 12&quot; x 12&quot; Spin Dryer SD2623-Spin Dryers",1,0,visible,"Tested and checked out.  Has brake motor.  Can add heat for $500.00.","Used Spin Dryer - Nobles 12&quot; x 12&quot; Spin Dryer SD2623",,,taxable,,0,0,,0,0,575,,,,1,,,5950,"Spin Dryers",,,"https://lanco-corp.com/wp-content/uploads/2021/03/SD2623-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623A-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623B-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623C-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623D-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623E-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/SD2623F-scaled.jpg",,,,,,,,,5887,,"Basket Size","12"" x 12""",1,1,inventory,SD2623,1,1,Manufacturer,Nobles,1,1,model,"Turbo 22",1,1,Heat,None,1,1,hp,1,1,1,Volts,208/240,1,1,"New / Used",Used,1,1,phase,3,1,1,weight,575,1,1,max-load,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,simple,SD2624,,"Used Spin Dryer - Nobles 12&quot; x 12&quot; Spin Dryer SD2624-Spin Dryers",1,0,visible,"Tested and checked out. Has brake motor. Can add heat for $500.00.","Used Spin Dryer - Nobles 12"" x 12"" Spin Dryer SD2624",,,taxable,,0,0,,0,0,575,,,,0,,,5950,"Spin Dryers",,,"https://lanco-corp.com/wp-content/uploads/2019/12/SD2624c.jpg, https://lanco-corp.com/wp-content/uploads/2019/12/SD2624b.jpg, https://lanco-corp.com/wp-content/uploads/2019/12/SD2624a.jpg, https://lanco-corp.com/wp-content/uploads/2019/12/SD2624.jpg",,,,,,,,,5888,,inventory,SD2624,1,1,Manufacturer,Nobles,1,1,model,"Turbo 22",1,1,hp,1,1,1,Volts,208/240,1,1,phase,3,1,1,"New / Used",Used,1,1,weight,575,1,1,Amps,0,1,1,"Basket Size","12"" x 12""",1,1,Heat,None,1,1,max-load,75,1,1,basket-speed,725,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6359,simple,SD2625,,"Used Spin Dryer - Nobles 12&quot; x 12&quot; Spin Dryer SD2625-Spin Dryers",1,0,visible,"Tested and checked out.  Can add heat for $500.00.  Has brake motor.","Used Spin Dryer - Nobles 12&quot; x 12&quot; Spin Dryer SD2625",,,taxable,,0,0,,0,0,575,,,,0,,,5950,"Spin Dryers",,,,,,,,,,,,5889,,inventory,SD2625,1,1,Manufacturer,Nobles,1,1,model,"Turbo 22",1,1,hp,1,1,1,Volts,208/240,1,1,phase,3,1,1,"New / Used",Used,1,1,weight,575,1,1,Amps,0,1,1,"Basket Size","12"" x 12""",1,1,Heat,None,1,1,max-load,75,1,1,basket-speed,725,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6360,simple,CT2301,,"3000 Gallon Poly Round Tank CT2301",1,0,visible,"Estimated weight is 500 lbs.  16&quot; Cover at top.","3000 Gallon Poly Round Tank CT2301</p>",,,taxable,,0,0,,0,0,9999,,,,0,,,2500,"Tanks - Cylindrical",,,"https://lanco-corp.com/wp-content/uploads/2021/03/CT2301.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2301A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2301B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/CT2301C.jpg",,,,,,,,,4131,,inventory,CT2301,1,1,material,Poly,1,1,"New / Used",Used,1,1,weight,9999,1,1,diameter,96,1,1,depth,104,1,1,Gallons,3000,1,1,design,"Flat Bottom/Dome Top",1,1,outlet,"1.5"" at bottom",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,simple,EB2268,,"Used Exhaust Blower - Twin City Fans &amp; Blowers 13110 CFM 7.5 HP Steel Exhaust Blower-Blowers - Exhaust",1,0,visible,"Tested and checked out. Wired for 460 volt. Size 245. Class 2.","Used Exhaust Blower - Twin City Fans &amp; Blowers 13110 CFM 7.5 HP Steel Exhaust Blower\n\nhttps://www.youtube.com/watch?v=lxpNwCZvbhk",,,taxable,,0,0,,0,0,772,,,,0,,,3800,"Blowers - Exhaust",,,"https://lanco-corp.com/wp-content/uploads/2021/03/EB2268.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/EB2268G.jpg",,,,,,,,,4567,,inventory,EB2268,1,1,Manufacturer,"Twin City Fans & Blowers",1,1,model,BCY-SW,1,1,hp,7.5,1,1,CFM,13110,1,1,press,0.25,1,1,material,Steel,1,1,Volts,230/460,1,1,oad,"63""L x 50""W x 51""H",1,1,rpm,1440/1755,1,1,phase,3,1,1,weight,772,1,1,"New / Used",Used,1,1,serial-num,11-458344-1-1,1,1,inlet-inches,20,1,1,outlet-inches,"18"" x 26""",1,1,,,,,,,,,,,,
6374,simple,FS2067,,"Used Fume Scrubber - Vanaire Style 15000 CFM Horizontal Fume Scrubber FS2067-Fume Scrubber",1,0,visible,"Weight is approximate 7,000 lbs.   57&quot; x 57&quot; Inlet/Outlet.   Has square to round discharge end 57&quot; x 57&quot; to 34&quot; dia.   Has hole in it,  but it can be repaired if needed..","Used Fume Scrubber - Vanaire Style 15000 CFM Horizontal Fume Scrubber FS2067",,,taxable,,0,0,,0,0,9999,,,,0,,,8500,"Fume Scrubbers",,,"https://lanco-corp.com/wp-content/uploads/2021/03/FS2067.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/FS2067G.jpg",,,,,,,,,4916,,inventory,FS2067,1,1,Manufacturer,"Vanaire Style",1,1,hp,0,1,1,CFM,15000,1,1,material,Fiberglass,1,1,"New / Used",Used,1,1,oad,"200""L x 94""W x 98""H",1,1,weight,9999,1,1,style,Horizontal,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,simple,DC2121,,"Donaldson Torit 2000 CFM Mist Collector DC2121",1,0,visible,"Two stage collection for high efficiency filtration. Filter area is 103 sq ft. Temperature limit is 150 degree F.","Donaldson Torit 2000 CFM Mist Collector DC2121</p>\n<p>https://www.youtube.com/watch?v=lqECq9xX5jk</p>",,,taxable,,0,0,,0,0,850,,,,0,,,2250,"Dust Collectors",,,"https://lanco-corp.com/wp-content/uploads/2021/03/DC2121.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2121A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2121B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2121D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2121E.jpg",,,,,,,,,3363,,inventory,DC2121,1,1,Manufacturer,"Donaldon Torit",1,1,model,MC2000,1,1,hp,5,1,1,CFM,2000,1,1,Volts,208-230/460,1,1,oad,"66""L x 30""W x 107""H",1,1,"New / Used",Used,1,1,phase,3,1,1,weight,850,1,1,serial-num,246404,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,simple,DC2122,,"Sternvent 400-500 CFM Dust Collector DC2122",1,0,visible,"100 Sq. Ft. of Filter Area.","Sternvent 400-500 CFM Dust Collector DC2122</p>\n<p>https://www.youtube.com/watch?v=uLGe1sxyE_M</p>",,,taxable,,0,0,,0,0,240,,,,0,,,450,"Dust Collectors",,,"https://lanco-corp.com/wp-content/uploads/2021/03/DC2122.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2122A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2122B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2122C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2122D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DC2122E.jpg",,,,,,,,,2364,,inventory,DC2122,1,1,Manufacturer,Sternvent,1,1,model,DG601,1,1,hp,1,1,1,CFM,500,1,1,Volts,230,1,1,oad,"26""L x 24""W x 34""H",1,1,"New / Used",Used,1,1,phase,3,1,1,weight,240,1,1,serial-num,5147,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,simple,M2517,,"Scherr Tumico Optical Comparator M2517",1,0,visible,"14"".  Sold As Is.","Scherr Tumico Optical Comparator M2517",,,taxable,,0,0,,0,0,385,,,,0,,,975,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2021/03/M2517.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2517A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2517B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2517C.jpg",,,,,,,,,3750,,inventory,M2517,1,1,Manufacturer,"Scherr Tumico",1,1,model,22-0338,1,1,Volts,115,1,1,"New / Used",Used,1,1,weight,385,1,1,style,"Optical Comparator",1,1,dimensions,"40""L x 36""W x 65""H",1,1,Amps,4,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,simple,MH2219,,"Used - Lan-Tech G Series Stretch Wrapper MH2219-Material Handling",1,0,visible,"65"" Turn Table. Max Speed of Turn Table is 10 RPM. Semi-Automatic.","Used - Lan-Tech G Series Stretch Wrapper MH2219\n\n&nbsp;\n\nhttps://www.youtube.com/watch?v=oY2x4Pt1mc4",,,taxable,,0,0,,0,0,1234,,,,0,,,4950,"Material Handling",,,"https://lanco-corp.com/wp-content/uploads/2021/03/MH2219.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219G.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219H.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219I.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219J.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/MH2219K.jpg",,,,,,,,,3663,,inventory,MH2219,1,1,Manufacturer,Lan-Tech,1,1,model,"G Series",1,1,Volts,115/220-460,1,1,"New / Used",Used,1,1,weight,1234,1,1,serial-num,V-0905,1,1,Capacity,"3500 Lbs.",1,1,Type,"Stretch Wrapper",1,1,dimensions,"120""L x 65""W x 92""H",1,1,Amps,30/20/15,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,simple,O2094,,"Used Oven - Blue M Electric Test Batch Oven O2094",1,0,visible,"350 Degree Celsius or 650 Degree Fahrenheit.  17 Amp.  Includes MRC 5,000 Chart Recorder.  Inert Gas Oven with Water Cooling.","Used Oven - Blue M Electric Test Batch Oven O2094",,,taxable,,0,0,,0,0,580,,,,0,,,4950,Ovens,,,"https://lanco-corp.com/wp-content/uploads/2021/03/O2094.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094G.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094H.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094I.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094J.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094K.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/O2094L.jpg",,,,,,,,,5320,,inventory,O2094,1,1,Manufacturer,"Blue M",1,1,hp,0,1,1,Volts,208,1,1,"New / Used",Used,1,1,weight,580,1,1,serial-num,31050-01,1,1,style,"Batch Test Oven",1,1,Watts,3000,1,1,Temperature,650,1,1,inner-dimension,"18""L x 18""W x 20""H",1,1,outer-dimension,"36""L x 32""W x 70""H",1,1,electric-gas,Electric,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6428,simple,M2511,,"Oerlikon Leybold  Dry Compressing Screw Vacuum Pump M2511",1,0,visible,"Manufactured 12-2016.  Like new.  Includes manual.","Oerlikon Leybold  Dry Compressing Screw Vacuum Pump M2511",,,taxable,,0,0,,0,0,1040,,,,0,,,18000,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2021/03/M2511.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2511A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2511B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2511C.jpg",,,,,,,,,3713,,inventory,M2511,1,1,Manufacturer,"Oerlikon Leybold",1,1,model,SP250,1,1,Volts,230/460,1,1,"New / Used",Used,1,1,weight,1040,1,1,serial-num,31001332156,1,1,style,"Vacuum Pump",1,1,dimensions,"53""L x 17""W x 32""H",1,1,Amps,31/15,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,simple,M2512,,"Oerlikon Leybold Dry Compressing Screw Vacuum Pump M2512",1,0,visible,"Manufactured in 2013.  Reconditioned in 07-2015.  Includes (10) liters of Leybonoc oil and manual.","Oerlikon Leybold Dry Compressing Screw Vacuum Pump M2512",,,taxable,,0,0,,0,0,1040,,,,0,,,18000,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2021/03/M2512A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2512B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2512C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2512D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2512E.jpg",,,,,,,,,3711,,inventory,M2512,1,1,Manufacturer,"Oerlikon Leybold",1,1,model,SP250,1,1,Volts,230/460,1,1,"New / Used",Used,1,1,weight,1040,1,1,serial-num,31000854619,1,1,style,"Vacuum Pump",1,1,dimensions,"53""L x 17""W x 32""H",1,1,Amps,31/15,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,simple,M2513,,"Oerlikon Leybold Dry Compressing Screw Vacuum Pump M2513",1,0,visible,"Unit needs new power cord. Sold As-Is.  Shipping weight is 1,120 lbs and 60""L x 36""W x 42""H.","Oerlikon Leybold Dry Compressing Screw Vacuum Pump M2513\n\n&nbsp;\n\nhttps://www.youtube.com/watch?v=EHKxn4F-kq8",,,taxable,,0,0,,0,0,1120,,,,0,,,3500,"Miscellaneous Equipment",,,"https://lanco-corp.com/wp-content/uploads/2021/03/M2513.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2513A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2513B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2513C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/M2513D.jpg",,,,,,,,,3712,,inventory,M2513,1,1,Manufacturer,"Oerlikon Leybold",1,1,model,SP250,1,1,Volts,230/460,1,1,"New / Used",Used,1,1,weight,1160,1,1,serial-num,30000894236,1,1,style,"Vacuum Pump",1,1,dimensions,"53""L x 18""W x 32""H",1,1,Amps,31/15,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,simple,PL2126,,"Jessup 15 Station Automatic Barrel Line PL2126",1,0,visible,"<p>System Includes: (2) Jessup fully automatic hoists with PLC controls, 480 volt, (7) 18""x36"" barrels, all heavy duty Poly Pro tanks, load hopper and incline load conveyor,&nbsp; unload vibratory feeder with Jessup drum dryer. Single station tanks are: 31"" D.O.T. x 54"" F.T.B. x 30"" Deep. Will ship on double drop and flatbed.</p>","Jessup 15 Station Automatic Barrel Line PL2126\n\nhttps://www.youtube.com/watch?v=v1aWiibtuLI&amp;t=23s",,,taxable,,0,0,,0,0,9999,,,,0,,,75000,"Plating Lines",,,"https://lanco-corp.com/wp-content/uploads/2021/03/PL2126-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/PL2126A-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/PL2126B-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/PL2126C-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/PL2126D-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/PL2126E-scaled.jpg",,,,,,,,,5348,,Process,Cleaning/Burnish,1,1,inventory,PL2126,1,1,Style,Automatic,1,1,Manufacturer,Jessup,1,1,weight,9999,1,1,"New / Used",Used,1,1,size,"18 x 36",1,1,serial-nbr,90086,1,1,Type,Barrel,1,1,style,Automatic,1,1,stations,15,1,1,current-process,Cleaning/Burnish,1,1,overall-size,"75'L x 14'W x 12'H",1,1,plating-stations,0,1,1,year-mfg,0,1,1,,,,,,,,,,,,,,,,
6452,simple,WH2115,,"Insta-Clean Electric Batch Washer WH2115",1,0,visible,"5 HP pump.  34"" Dia. x 4""H wash tray.   Electric heat with cycle timer.","Insta-Clean Electric Batch Washer WH2115",,,taxable,,0,0,,0,0,1135,,,,0,,,4250,Washers,,,"https://lanco-corp.com/wp-content/uploads/2021/03/WH2115.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/WH2115F.jpg",,,,,,,,,2170,,inventory,WH2115,1,1,Manufacturer,Insta-Clean,1,1,model,1C-3,1,1,hp,"5 HP Pump",1,1,Volts,480,1,1,phase,3,1,1,weight,1135,1,1,"New / Used",Used,1,1,serial-num,1263043,1,1,Type,Batch,1,1,style,Batch,1,1,Amps,22,1,1,inner-dimension,"34"" Dia. x 26""H",1,1,outer-dimension,"54""L x 44""W x 66""H",1,1,,,,,,,,,,,,,,,,,,,,
6460,simple,DI2010,,"Structural Fibers 30 GPM Water Softener Vessel DI2010-Deionizers DI2010",1,0,visible,"Premium vinyl ester resin (fiberglass).","Structural Fibers 30 GPM Water Softener Vessel DI2010-Deionizers DI2010",,,taxable,,0,0,,0,0,230,,,,0,,,1500,Deionizers,,,"https://lanco-corp.com/wp-content/uploads/2021/03/DI2010A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010F.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010G.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010H.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2010.jpg",,,,,,,,,4296,,inventory,DI2010,1,1,Manufacturer,"Structural Fibers",1,1,"New / Used",Used,1,1,weight,230,1,1,GPM,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,simple,DI2011,,"Structural Fibers 30 GPM Water Softener Vessel-Deionizers DI2011",1,0,visible,"Premium vinyl ester resin (fiberglass).","Structural Fibers 30 GPM Water Softener Vessel-Deionizers DI2011",,,taxable,,0,0,,0,0,230,,,,0,,,1500,Deionizers,,,"https://lanco-corp.com/wp-content/uploads/2021/03/DI2011A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2011C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2011D.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2011E.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/DI2011.jpg",,,,,,,,,4297,,inventory,DI2011,1,1,Manufacturer,"Structural Fibers",1,1,"New / Used",Used,1,1,weight,230,1,1,GPM,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,simple,AB2452,,"Steel 2.5&quot; Diameter Anode Basket AB2452",1,0,visible,,"Steel 2.5"" Diameter Anode Basket AB2452</p>",,,taxable,,1,1,,0,0,6,,,,0,,,45,"Anode Baskets",,,"https://lanco-corp.com/wp-content/uploads/2021/03/AB2452.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/AB2452A.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/AB2452B.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/AB2452C.jpg, https://lanco-corp.com/wp-content/uploads/2021/03/AB2452D.jpg",,,,,,,,,3912,,inventory,AB2452,1,1,material,Steel,1,1,"New / Used",Used,1,1,weight,6,1,1,Length,36,1,1,hook-length,"6.5""",1,1,hook-style,".125"" x .75"" Angle",1,1,diameter,2.5,1,1,on-hand,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
