ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global","Attribute 13 name","Attribute 13 value(s)","Attribute 13 visible","Attribute 13 global","Attribute 14 name","Attribute 14 value(s)","Attribute 14 visible","Attribute 14 global","Attribute 15 name","Attribute 15 value(s)","Attribute 15 visible","Attribute 15 global","Attribute 16 name","Attribute 16 value(s)","Attribute 16 visible","Attribute 16 global","Attribute 17 name","Attribute 17 value(s)","Attribute 17 visible","Attribute 17 global","Attribute 18 name","Attribute 18 value(s)","Attribute 18 visible","Attribute 18 global","Attribute 19 name","Attribute 19 value(s)","Attribute 19 visible","Attribute 19 global"
39340,simple,R3448,,"2000 Amp Udylite PEC 12 Volt Rectifier R3448",1,1,visible,,"2000 Amp Udylite PEC 12 Volt Rectifier R3448\n\nhttps://youtu.be/WiHVSYsFT6k",,,taxable,,1,1,,0,0,9999,,,,0,,,13500,Rectifiers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/R3448-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3448a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3448d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3448c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3448b-scaled.jpg",,,,,,,,,3107,,"New / Used",Used,1,1,inventory,R3448,1,1,Manufacturer,Udylite,1,1,"Tested By",TJ,1,1,description,"Used Rectifier",1,1,model,43PL-002M-012-CJXX,1,1,Amps,2000,1,1,"Amps Range",1000-4999,0,1,Volts,12,1,1,"Input Volts",460,1,1,Cooling,Air,1,1,controls,Remote,1,1,dimensions,"23""L x 34""W x 69""H",1,1,phase,3,1,1,input-amps,41,1,1,,,,,,,,,,,,,,,,
39341,simple,R3436,,"JP Technology 120 Volt Amp Hour Meter Pump Controller R3436",1,0,visible,"12 Digit Resettable Cumlative Amp /Hour Total.\n\nSupports 5 Amp to 30,000 Amp Rectifiers.\n\nBacklit Display.\n\nWall Mounted.\n\nIntegrated with Knight UP-1200L Chemical Dispensing Pump.","JP Technology 120 Volt Amp Hour Meter Pump Controller R3436",,,taxable,,1,1,,0,0,9,,,,0,,,500,Rectifiers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/R3436-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3436a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3436b-scaled.jpg",,,,,,,,,5561,,"New / Used",Used,1,1,inventory,R3436,1,1,Manufacturer,"JP Technology",1,1,model,293-AP31-P,1,1,Volts,120,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39345,simple,R3449,,"Dynatronix 0-30 Amp 20 Volt Rectifier R3449",1,0,visible,,"Dynatronix 0-30 Amp 20 Volt Rectifier R3449\n\nhttps://youtu.be/pcw8Y8shRv8",,,taxable,,0,0,,0,0,50,,,,0,,,525,Rectifiers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/R3449-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3449a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3449c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3449b-scaled.jpg",,,,,,,,,2728,,"New / Used",Used,1,1,inventory,R3449,1,1,Manufacturer,Dynatronix,1,1,"Tested By",TJ,1,1,model,DP-20-30-100HF,1,1,Amps,30,1,1,"Amps Range",0-999,0,1,Volts,20,1,1,"Input Volts",110,1,1,controls,"Tap Switch",1,1,dimensions,"20""L x 23""W x 16""H",1,1,phase,1,1,1,input-amps,7.5,1,1,description,"Used Rectifier",1,1,Cooling,Air,1,1,,,,,,,,,,,,,,,,
39346,simple,MP2218,,"Blue White Flow Meter MP2218",1,0,visible,"Brand New.  Still in Box.\n\n8 Digit LCD Display.\n\nManuals Included.\n\nWeather Resistant.\n\nMax Temperature:  200º.\n\nGPM:  0-8000","Blue White Flow Meter MP2218",,,taxable,,1,1,,0,0,10,,,,0,,,400,"Pumps - Metering",,,"https://lanco-corp.com/wp-content/uploads/2025/03/MP2218d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MP2218a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MP2218d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MP2218b-scaled.jpg",,,,,,,,,1614,,"New / Used",Used,1,1,inventory,MP2218,1,1,Manufacturer,"Blue-White Industries, Ltd.",1,1,"Tested By",TJ,1,1,description,"Metering Pump",1,1,model,"F-2000 RT",1,1,Volts,115-230,1,1,psi,300,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39388,simple,R3450,,"JP Technology 120 Volt Amp Hour Meter Pump Controller R3450",1,1,visible,"12 Digit Resettable C<span data-olk-copy-source=""MessageBody"">umulative</span> Amp /Hour Total.\n\nSupports 5 Amp to 30,000 Amp Rectifiers.\n\nBacklit Display.\n\nWall Mounted.\n\nIntegrated with Knight UP-1200L Chemical Dispensing Pump.","JP Technology 120 Volt Amp Hour Meter Pump Controller R3450",,,taxable,,1,1,,0,0,9,,,,0,,,500,Rectifiers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/R3450-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3450a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3450b-scaled.jpg",,,,,,,,,3450,,"New / Used",Used,1,1,inventory,R3450,1,1,Manufacturer,"JP Technology",1,1,model,293-AP31-P,1,1,Volts,120,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39409,simple,F2686,,"Georg Fischer 2"" Stainer F2686",1,0,visible,,"Georg Fischer 2"" Stainer F2686",,,taxable,,0,0,,0,0,18,,,,0,,,200,Filters,,,"https://lanco-corp.com/wp-content/uploads/2025/03/F2686-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/F2686c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/F2686b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/F2686a-scaled.jpg",,,,,,,,,4784,,"New / Used",Used,1,1,inventory,F2686,1,1,Manufacturer,"Georg Fischer",1,1,dimensions,"20""L x 11""W x 17""H",1,1,"Tested By",EF,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39410,simple,IH3001,,"Process Technology DQ Series Digital Thermostat IH3001",1,1,visible,"Range -40 to 1,000°\n\nHas no RTD.\n\n&nbsp;","Process Technology DQ Series Digital Thermostat IH3001",,,taxable,,1,1,,0,0,5,,,,0,,,250,"Immersion Heaters",,,"https://lanco-corp.com/wp-content/uploads/2025/03/IH3001-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/IH3001a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/IH3001b-scaled.jpg",,,,,,,,,1656,,"New / Used",Used,1,1,inventory,IH3001,1,1,Manufacturer,"Process Technology",1,1,model,DQ15D,1,1,style,"Temperature Controller",1,1,Volts,100/240,1,1,phase,1,1,1,Amps,15,1,1,"Amps Range",0-999,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39411,simple,LE2125,,"Georg Fischer Model 3-8900 Signet Multi-Parameter Controller LE2125",1,0,visible,,"Georg Fischer Model 3-8900 Signet Multi-Parameter Controller LE2125",,,taxable,,1,1,,0,0,15,,,,0,,,450,"Lab Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/LE2125-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/LE2125a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/LE2125d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/LE2125c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/LE2125b-scaled.jpg",,,,,,,,,256,,"New / Used",Used,1,1,serial-num,3825999,1,1,inventory,LE2125,1,1,Manufacturer,"Georg Fischer",1,1,"Tested By",TJ,1,1,description,"Parameter Controller",1,1,model,3-8900,1,1,Type,Controller,1,1,dimensions,"14""L x 11""W x 7""H",1,1,Volts,100/240,1,1,Amps,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39412,simple,HC2481,,"PVDF 36""L x 57""W x 32""H Grid Heating Coil HC2481",1,0,visible,"Corrosion Resistant.\n\nPressure Tested.\n\nMust Ship via Freight.  Actual weight is 78 lbs.\n\nWO:  3815587.  DWG:  2H1330S-1024","PVDF 36""L x 57""W x 32""H Grid Heating Coil HC2481",,,taxable,,1,1,,0,0,9999,,,,0,,,3550,"Heating & Cooling Coils",,,"https://lanco-corp.com/wp-content/uploads/2025/03/HC2481-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2481a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2481d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2481c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2481b-scaled.jpg",,,,,,,,,133,,"New / Used",Used,1,1,inventory,HC2481,1,1,"Tested By",EF,1,1,height,32,1,1,width,57,1,1,riser-length,36,1,1,material,PVDF,1,1,style,Grid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39418,simple,HC2482,,"PVDF 36""L x 57""W x 32""H Grid Heating Coil HC2482",1,1,visible,"Corrosion Resistant.\n\nPressure Tested.\n\nMust Ship via Freight.  Actual weight is 78 lbs.\n\nWO:  3815587.  DWG:  2H1330S-1024","PVDF 36""L x 57""W x 32""H Grid Heating Coil HC2482",,,taxable,,0,0,,0,0,9999,,,,0,,,3550,"Heating & Cooling Coils",,,"https://lanco-corp.com/wp-content/uploads/2025/03/HC2482-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2482a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2482b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/HC2482c-scaled.jpg",,,,,,,,,129,,"New / Used",Used,1,1,inventory,HC2482,1,1,"Tested By",EF,1,1,height,32,1,1,width,57,1,1,riser-length,36,1,1,material,PVDF,1,1,style,Grid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39423,simple,RT2312,,"625 Gallon Stainless Steel Rectangular Tank RT2312",1,0,visible,"OAD:  64""L x 44""W x 60""H\n\n4.5"" Weir - 6"" From Top.\n\n(2) 2"" Bands.\n\n(2) 2"" Inlet/Outlet.","625 Gallon Stainless Steel Rectangular Tank RT2312",,,taxable,,0,0,,0,0,1025,,,,0,,,1850,"Tanks - Rectangular",,,"https://lanco-corp.com/wp-content/uploads/2025/03/RT2312-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2312a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2312c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2312b-scaled.jpg",,,,,,,,,5426,,"New / Used",Used,1,1,inventory,RT2312,1,1,material,"Stainless Steel",1,1,Gallons,625,1,1,height,60,1,1,length,60,1,1,width,40,1,1,drive,No,1,1,v-blocks,No,1,1,stations,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39428,simple,RT2313,,"1595 Gallon Steel Rectangular Tank RT2313",1,0,visible,"OAD:  88""L x 80""W x 68""H.\n\n(2) 3"" Bands\n\nRubber Liner in Good Condition.","1595 Gallon Steel Rectangular Tank RT2313",,,taxable,,0,0,,0,0,2570,,,,0,,,2675,"Tanks - Rectangular",,,"https://lanco-corp.com/wp-content/uploads/2025/03/RT2313a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2313-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2313c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/RT2313b-scaled.jpg",,,,,,,,,5454,,"New / Used",Used,1,1,inventory,RT2313,1,1,material,Steel,1,1,Gallons,1595,1,1,height,64,1,1,length,80,1,1,width,72,1,1,drive,No,1,1,v-blocks,No,1,1,stations,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39440,simple,R3389,,"5000 Amp Rapid 2-12 Volt Rectifier R3389",1,1,visible,Tested,"5000 Amp Rapid 2-12 Volt Rectifier R3389\n\nhttps://www.youtube.com/watch?v=ol4Zia-yrZU",,,taxable,,0,0,,0,0,9999,,,,0,,,15250,Rectifiers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/R3389-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3389b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/R3389a-scaled.jpg",,,,,,,,,3321,,"New / Used",Used,1,1,inventory,R3389,1,1,Manufacturer,Rapid,1,1,"Tested By",TJ,1,1,description,"Used Rectifier",1,1,Amps,5000,1,1,"Amps Range",5000-8999,0,1,Volts,2-12,1,1,"Input Volts",208/240,1,1,Cooling,Air,1,1,controls,"Tap Switch",1,1,dimensions,"43"" X 48"" x 72""H",1,1,phase,3,1,1,input-amps,209,1,1,,,,,,,,,,,,,,,,,,,,
39465,simple,R3451,,"200 Amp Aldonex 0-12 Volt Rectifier R3451",1,0,visible,,"200 Amp Aldonex 0-12 Volt Rectifier R3451",,,taxable,,0,0,,0,0,,,,,0,,,2375,Rectifiers,,,,,,,,,,,,245,,"New / Used",Used,1,1,inventory,R3451,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39477,simple,MH2391,,"5000 lb. Capacity Manual Pallet Jack MH2391",1,0,visible,,"5000 lb. Capacity Manual Pallet Jack MH2391",,,taxable,,0,0,,0,0,9999,,,,0,,,350,"Material Handling",,,,,,,,,,,,246,,"New / Used",Used,1,1,inventory,MH2391,1,1,Type,"Pallet Jack",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39479,simple,FP2612,,"Watermark 4 Cu' Manual Filter Press FP2612",1,0,visible,"Cloths and Gasketing In Good Shape.\n\n82"" Between Legs.\n\n&nbsp;","Watermark 4 Cu' Manual Filter Press FP2612",,,taxable,,1,1,,0,0,9999,,,,0,,,18000,"Filter Presses",,,"https://lanco-corp.com/wp-content/uploads/2025/03/FP2612-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612f-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FP2612b-scaled.jpg",,,,,,,,,2520,,"New / Used",Used,1,1,inventory,FP2612,1,1,Manufacturer,"M.W. Watermark",1,1,model-nbr,FP470-G-32L-13/27/-2/4MXX,1,1,"Cubic Feet","4 Cu'",1,1,"Cubic Feet Range","4-10 Cubic Feet",0,1,number-plates,28,1,1,"Plate Size","470 mm",1,1,"Gasketed / Non-Gasketed",Gasketed,1,1,Style,Manual,1,1,serial-num,FP01078,1,1,"Tested By",TL,1,1,oad,"109""L x 31""W x 45""H",1,1,max-filtration,100,1,1,max-hydraulic,7000,1,1,plate-shifter,No,1,1,description,"Used Filter Press",1,1,,,,,,,,
39480,simple,RT2314,,"50 Gallon Poly Rectangular Tank RT2314",1,0,visible,"OAD:  24""L x 23""W x 43""H\n\nDecant Transfer Pump Included.","50 Gallon Poly Rectangular Tank RT2314",,,taxable,,1,1,,0,0,9999,,,,0,,,200,"Tanks - Rectangular",,,,,,,,,,,,1763,,"New / Used",Used,1,1,inventory,RT2314,1,1,material,Poly,1,1,Gallons,50,1,1,height,36,1,1,length,18,1,1,width,18,1,1,drive,No,1,1,v-blocks,No,1,1,stations,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39481,simple,FL2077,,"Yale 5,000 lbs Capacity  Model GLC050RGNUAE084 Forklift FL2077",1,0,visible,"Fuel:  LPG\n\nTilt Range:  5° Forward/10° Backward.\n\nNew Seat.\n\nWorking Condition.","Yale 5,000 lbs Capacity Model GLC050RGNUAE084 Forklift FL2077\n\nhttps://youtu.be/ndvDKpV8Nmo",,,taxable,,1,1,,0,0,9500,,,,0,,,14500,Forklifts,,,"https://lanco-corp.com/wp-content/uploads/2025/03/FL2077-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077f-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/FL2077b-scaled.jpg",,,,,,,,,254,,"New / Used",Used,1,1,inventory,FL2077,1,1,Capacity,5000,1,1,Manufacturer,Yale,1,1,model-nbr,GLC050RGNUAE084,1,1,serial-num,E187V16732Y,1,1,"Tested By",EF,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39482,simple,AH2484,,"Vestil 1000 lb. Capacity Automatic Dumper AH2484",1,0,visible,"Sold As-Is.\n\nDesigned to Handle 55 Gallon Drums.\n\n24"" Inside Diameter.\n\nVolt:  110\n\nOn Casters.\n\nSerial#:  535356-2","Vestil 1000 lb. Capacity Automatic Dumper AH2484\n\nhttps://youtu.be/ZU3LVUTjD7g",,,taxable,,0,0,,0,0,9999,,,,0,,,950,"Automatic Dumpers",,,"https://lanco-corp.com/wp-content/uploads/2025/03/AH2484-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484b-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/AH2484e-scaled.jpg",,,,,,,,,253,,"New / Used",Used,1,1,"Tested By",DB,1,1,inventory,AH2484,1,1,Manufacturer,Vestil,1,1,model-nbr,HDD48IM-P,1,1,Capacity,1000,1,1,width,48,1,1,depth,48,1,1,height,72,1,1,weight,9999,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39483,simple,EE2238,,"Delta Star Model 7467X1 4"" Buss Bar Clamp (1 Pair) EE2238",1,0,visible,"1 Pair = 2 Pcs\n\n(1) Ear is Cracked But Sill Solid.","<table>\n<tbody>\n<tr>\n<td>Delta Star Model 7467X1 4"" Buss Bar Clamp (1 Pair) EE2238</td>\n</tr>\n</tbody>\n</table>",,,taxable,,1,1,,0,0,6,,,,0,,,125,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2238-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2238-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2238a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2238c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2238b-scaled.jpg",,,,,,,,,252,,"New / Used",Used,1,1,inventory,EE2238,1,1,Manufacturer,"Delta Star",1,1,model,7467X1,1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39488,simple,EE2239,,"Delta Star 4"" Buss Bar Clamp (1 Pair) EE2239",1,0,visible,"1 Pair = 2 Pcs\n\n&nbsp;","Delta Star 4"" Buss Bar Clamp (1 Pair) EE2239",,,taxable,,1,1,,0,0,6,,,,0,,,125,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2239-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2239a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2239c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2239b-scaled.jpg",,,,,,,,,250,,"New / Used",Used,1,1,inventory,EE2239,1,1,Manufacturer,"Delta Star",1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39493,simple,EE2240,,"Delta Star 4"" Buss Bar Clamp (1 Pair) EE2240",1,0,visible,"1 Pair = 2 Pcs.\n\n(1) Steel and (1) Brass.","Delta Star 4"" Buss Bar Clamp (1 Pair) EE2240",,,taxable,,1,1,,0,0,6,,,,0,,,100,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2240-1-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2240a-1-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2240b-1-scaled.jpg",,,,,,,,,251,,"New / Used",Used,1,1,inventory,EE2240,1,1,Manufacturer,"Delta Star",1,1,model,1542X2,1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39500,simple,EE2241,,"Burndy Model MF44 4"" Brass Buss Bar Clamp (1 Pair) EE2241",1,0,visible,"1 Pair = 2 Pcs.","Burndy Model MF44 4"" Brass Buss Bar Clamp (1 Pair) EE2241",,,taxable,,1,1,,0,0,6,,,,0,,,150,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2241-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2241a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2241c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2241b-scaled.jpg",,,,,,,,,247,,"New / Used",Used,1,1,inventory,EE2241,1,1,Manufacturer,Burndy,1,1,material,Brass,1,1,model,HF44,1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39505,simple,EE2242,,"Burndy Model MF44 4"" Brass Buss Bar Clamp (1 Pair) EE2242",1,1,visible,"1 Pair = 2 Pcs.","Burndy Model MF44 4"" Brass Buss Bar Clamp (1 Pair) EE2242",,,taxable,,1,1,,0,0,6,,,,0,,,150,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2242-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2242a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2242b-scaled.jpg",,,,,,,,,248,,"New / Used",Used,1,1,inventory,EE2242,1,1,Manufacturer,Burndy,1,1,material,Brass,1,1,model,HF44,1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39509,simple,EE2243,,"Burndy Model MF44 4"" Buss Bar Clamp (1 Pair) EE2243",1,0,visible,"1 Pair = 2 Pcs.","Burndy Model MF44 4"" Buss Bar Clamp (1 Pair) EE2243",,,taxable,,1,1,,0,0,6,,,,0,,,150,"Electrical Equipment",,,"https://lanco-corp.com/wp-content/uploads/2025/03/EE2243-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2243a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2243c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/EE2243b-scaled.jpg",,,,,,,,,249,,"New / Used",Used,1,1,inventory,EE2243,1,1,Manufacturer,Burndy,1,1,model,HF44,1,1,on-hand,1,1,1,"Tested By",TJ,1,1,description,"Buss Bar Clamp",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39514,simple,MX2802,,"Brawn 1 HP Mixer MX2802",1,0,visible,"In Great Shape.\n\nProp size and shaft length can be changed.","Brawn 1 HP Mixer MX2802",,,taxable,,1,1,,0,0,122,,,,0,,,2250,Mixers,,,"https://lanco-corp.com/wp-content/uploads/2025/03/MX2802-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MX2802a-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MX2802e-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MX2802d-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MX2802c-scaled.jpg, https://lanco-corp.com/wp-content/uploads/2025/03/MX2802b-scaled.jpg",,,,,,,,,5246,,"New / Used",Used,1,1,serial-num,150836,1,1,inventory,MX2802,1,1,Manufacturer,Brawn,1,1,"Tested By",TJ,1,1,model,BGMF-100,1,1,hp,1,1,1,"Shaft Length","1"" Dia. x 42"" L",1,1,prop,"3 Blade - 18"" Dia.",1,1,clamp,"Bolt On",1,1,Volts,208-240/460,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
